,mean,std
0,1.856963872909546,1.678812301196545
1,50.38552701473236,65.32263875814328
2,2.750644927844405,2.1760415003720035
3,1.3995634205639362,2.0692451476192417
4,1.568755142390728,1.272093897633169
5,1.6941953115165234,1.865428092516463
6,1.410419186577201,1.378626431083834
7,0.9619213193655014,0.785395151942911
8,0.4728795029222965,0.540635436360237
9,0.33084794878959656,0.30891120438182623
10,0.19248582236468792,0.1194180318250964
11,0.2804568652063608,0.2600946582394546
12,0.2606960549019277,0.372639431652617
13,0.2728411443531513,0.33363821597034465
14,0.20689663663506508,0.2090702080818207
15,0.16157888434827328,0.09021369537739045
16,0.15465104207396507,0.13292291626309927
17,0.1381308175623417,0.16509624932117656
18,0.18846608675085008,0.16275559798025122
19,0.2138267825357616,0.16897893520429363
20,0.20820815465413034,0.1794906138736673
21,0.1878479762817733,0.1475371673766441
22,0.1288908643182367,0.10628735286968866
23,0.09056421741843224,0.06784847341194478
24,0.05343566183000803,0.04746133887117684
25,0.042424277344252914,0.02858861536372223
26,0.04866582853719592,0.042459732275743914
27,0.054885238641873,0.06831974417268594
28,0.05581031506881118,0.07330552995933862
29,0.04713689262280241,0.055614161760202216
30,0.035337072622496635,0.029663927323378705
31,0.029609836463350803,0.02107951944336789
32,0.027594492072239518,0.02914096992313518
33,0.0362891906988807,0.032615706544523906
34,0.038694553542882204,0.03804341946274892
35,0.04013653961010277,0.04027156206887268
36,0.0390378856100142,0.03506908983924129
37,0.031002385425381362,0.02959972619097692
38,0.021010530035709962,0.02525648504481742
39,0.01747622012044303,0.01868552120896292
40,0.01671626493043732,0.013661724597916765
41,0.015496039544814266,0.015174114348989062
42,0.01567801281635184,0.015270994419118467
43,0.013678715215064585,0.011933683159293175
44,0.009729454817716032,0.008533358992077416
45,0.009230772964656353,0.007079591681317564
46,0.010457438373123296,0.008219750250144445
47,0.011679299801471643,0.010892510927921543
48,0.013826306138071232,0.012277377102029266
49,0.014056606261874549,0.012688863879339379
50,0.012433024414349347,0.012595827201745843
51,0.011447682598372921,0.011574359083636214
52,0.010317726148059592,0.010867396555590369
53,0.009824322420172393,0.010004096325056003
54,0.01015505196119193,0.008948640270650007
55,0.009403841075254604,0.008446553184910803
