,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/gamma_scheduler,config/model/hidden_size_ODE,config/model/n_layers_hidden_ODE,config/model/activation_ODE,logdir
0,,,,1729197268,,True,51,08b9aff8,2024-10-17_22-34-28,0.0003268718719482422,2.6520495414733887,446479,zimmerib,139.11.222.200,2.6520495414733887,51,0.18727631402249278,0.9999507143064099,76,3,none,08b9aff8
1,0.05998997390270233,,,1729197272,,True,51,0fe17870,2024-10-17_22-34-32,0.0006687641143798828,2.986875295639038,448523,zimmerib,139.11.222.200,2.986875295639038,51,0.30056149472148697,0.999708072577796,11,4,relu,0fe17870
2,0.1387481540441513,,24.0,1729197274,,True,25,eebb1ab0,2024-10-17_22-34-34,0.03580141067504883,1.7219738960266113,448716,zimmerib,139.11.222.200,1.7219738960266113,25,0.15212807905733927,0.9995247564316322,49,2,relu,eebb1ab0
3,inf,,24.0,1729197278,,True,25,ff5e46a6,2024-10-17_22-34-38,0.0423893928527832,1.7034802436828613,448817,zimmerib,139.11.222.200,1.7034802436828613,25,0.2280404314086758,0.999785175961393,28,3,elu,ff5e46a6
4,inf,,24.0,1729197282,,True,25,cb5ba534,2024-10-17_22-34-42,0.06133389472961426,2.1833643913269043,448900,zimmerib,139.11.222.200,2.1833643913269043,25,0.03253514597670991,0.9999488855372534,97,4,elu,cb5ba534
5,0.0007548538851551712,,,1729197287,,True,51,0007ce30,2024-10-17_22-34-47,0.0003135204315185547,3.018052577972412,449003,zimmerib,139.11.222.200,3.018052577972412,51,0.06102789704004097,0.9994951769101112,13,4,leaky_relu,0007ce30
6,,,,1729197292,,True,51,2c4d3a2d,2024-10-17_22-34-52,0.0008754730224609375,3.7329564094543457,449105,zimmerib,139.11.222.200,3.7329564094543457,51,0.2733596725688464,0.9991848544555255,98,4,relu,2c4d3a2d
7,0.003175265621393919,,,1729197294,,True,51,be4aa854,2024-10-17_22-34-54,0.00038623809814453125,2.4967191219329834,449205,zimmerib,139.11.222.200,2.4967191219329834,51,0.044255366100939234,0.9991959828624192,14,2,elu,be4aa854
8,0.017893826588988304,,,1729197299,,True,51,1c42518e,2024-10-17_22-34-59,0.0004630088806152344,3.1239612102508545,449290,zimmerib,139.11.222.200,3.1239612102508545,51,0.1404744454985935,0.9995426960831583,22,4,leaky_relu,1c42518e
9,0.0002948567271232605,,,1729197302,,True,51,6b4d9f55,2024-10-17_22-35-02,0.0005440711975097656,3.062082052230835,449390,zimmerib,139.11.222.200,3.062082052230835,51,0.0027710033406299637,0.9998154614284548,74,3,relu,6b4d9f55
10,0.32822513580322266,,24.0,1729197305,,True,25,5331543c,2024-10-17_22-35-05,0.031119108200073242,1.4510834217071533,449491,zimmerib,139.11.222.200,1.4510834217071533,25,0.431553081903538,0.9996232981268276,40,1,elu,5331543c
11,,,,1729197310,,True,51,6c59c04c,2024-10-17_22-35-10,0.00032258033752441406,2.8116118907928467,449592,zimmerib,139.11.222.200,2.8116118907928467,51,0.4436074991607375,0.9994722149251619,20,3,elu,6c59c04c
12,0.011990131810307503,,,1729197313,,True,51,2d86e688,2024-10-17_22-35-13,0.00036263465881347656,2.099760055541992,449676,zimmerib,139.11.222.200,2.099760055541992,51,0.2613711873627032,0.9994275410183585,12,1,leaky_relu,2d86e688
13,,,,1729197319,,True,51,65756e9e,2024-10-17_22-35-19,0.0004596710205078125,3.454300880432129,449778,zimmerib,139.11.222.200,3.454300880432129,51,0.45378416129830723,0.9992492922291488,47,4,elu,65756e9e
14,inf,,24.0,1729197321,,True,25,e2e74241,2024-10-17_22-35-21,0.04047083854675293,1.857618808746338,449880,zimmerib,139.11.222.200,1.857618808746338,25,0.4725688207497511,0.9990059971829558,73,3,none,e2e74241
15,,,,1729197325,,True,51,f54d269d,2024-10-17_22-35-25,0.00037741661071777344,2.6225852966308594,449979,zimmerib,139.11.222.200,2.6225852966308594,51,0.4538333209933061,0.9999698297987788,72,3,none,f54d269d
16,0.0007928290287964046,,,1729197330,,True,51,7bf4c78f,2024-10-17_22-35-30,0.0005893707275390625,3.0660758018493652,450064,zimmerib,139.11.222.200,3.0660758018493652,51,0.0042134428414315455,0.999356091223335,71,3,leaky_relu,7bf4c78f
17,9.991457045543939e-05,,,1729197333,,True,51,c7eec1e6,2024-10-17_22-35-33,0.0005180835723876953,3.2226529121398926,450165,zimmerib,139.11.222.200,3.2226529121398926,51,0.005355848375291078,0.9999899112617048,71,3,relu,c7eec1e6
18,0.010712895542383194,,24.0,1729197336,,True,25,cf24a905,2024-10-17_22-35-36,0.050975799560546875,1.9850609302520752,450266,zimmerib,139.11.222.200,1.9850609302520752,25,0.10421671310274279,0.9999908530111058,72,4,relu,cf24a905
19,inf,,24.0,1729197340,,True,25,03cd9451,2024-10-17_22-35-40,0.0392608642578125,1.6408233642578125,450352,zimmerib,139.11.222.200,1.6408233642578125,25,0.11532318343080973,0.9999911138759836,74,2,relu,03cd9451
20,,,,1729197345,,True,51,563d6de5,2024-10-17_22-35-45,0.00037407875061035156,2.646556854248047,450453,zimmerib,139.11.222.200,2.646556854248047,51,0.365458342038685,0.999842918375335,89,2,relu,563d6de5
21,,,,1729197349,,True,51,927efe57,2024-10-17_22-35-49,0.0004973411560058594,3.145460844039917,450553,zimmerib,139.11.222.200,3.145460844039917,51,0.34275544901838584,0.999822857355308,96,3,relu,927efe57
22,,,,1729197353,,True,51,c3be72fc,2024-10-17_22-35-53,0.00038695335388183594,2.924139976501465,450654,zimmerib,139.11.222.200,2.924139976501465,51,0.19650386425431401,0.9998069479752688,89,3,relu,c3be72fc
23,,,,1729197356,,True,51,dd096aa2,2024-10-17_22-35-56,0.0004134178161621094,3.153981924057007,450738,zimmerib,139.11.222.200,3.153981924057007,51,0.34211319804887363,0.9998360522802721,98,3,relu,dd096aa2
24,,,,1729197360,,True,51,da6e8cab,2024-10-17_22-36-00,0.00034618377685546875,2.9411725997924805,450840,zimmerib,139.11.222.200,2.9411725997924805,51,0.3558904256975419,0.9998208980245235,96,3,relu,da6e8cab
25,,,,1729197364,,True,51,d7aece8e,2024-10-17_22-36-04,0.0006377696990966797,3.310760021209717,450940,zimmerib,139.11.222.200,3.310760021209717,51,0.20154654545390038,0.9998395392694828,97,3,relu,d7aece8e
26,,,,1729197368,,True,51,16659980,2024-10-17_22-36-08,0.0004608631134033203,3.1773080825805664,451042,zimmerib,139.11.222.200,3.1773080825805664,51,0.36097552082554585,0.9998355067683737,91,3,relu,16659980
27,,,,1729197371,,True,51,d1d48284,2024-10-17_22-36-11,0.00037741661071777344,3.021852493286133,451127,zimmerib,139.11.222.200,3.021852493286133,51,0.3492568687215255,0.9998071239375194,90,3,relu,d1d48284
28,,,,1729197376,,True,51,7cc652d9,2024-10-17_22-36-16,0.0006589889526367188,3.044069766998291,451228,zimmerib,139.11.222.200,3.044069766998291,51,0.19555274100592315,0.9998287291091502,91,3,relu,7cc652d9
29,,,,1729197379,,True,51,3181b4dc,2024-10-17_22-36-19,0.0004935264587402344,3.193260669708252,451331,zimmerib,139.11.222.200,3.193260669708252,51,0.37129049146800014,0.9998190673762345,92,3,relu,3181b4dc
30,inf,,24.0,1729197382,,True,25,9db4f13e,2024-10-17_22-36-22,0.05074644088745117,1.8955209255218506,451415,zimmerib,139.11.222.200,1.8955209255218506,25,0.19965333121292003,0.9997974978504464,91,3,relu,9db4f13e
31,inf,,24.0,1729197386,,True,25,9c688e67,2024-10-17_22-36-26,0.04672670364379883,1.8484439849853516,451516,zimmerib,139.11.222.200,1.8484439849853516,25,0.2016421809832881,0.9998270505199303,91,3,relu,9c688e67
32,,,,1729197390,,True,51,fc6cdce4,2024-10-17_22-36-30,0.0003895759582519531,2.586648464202881,451616,zimmerib,139.11.222.200,2.586648464202881,51,0.3132624805877676,0.9998488627074364,57,3,none,fc6cdce4
33,,,,1729197394,,True,51,ac7e26af,2024-10-17_22-36-34,0.0005464553833007812,2.504547119140625,451718,zimmerib,139.11.222.200,2.504547119140625,51,0.34250856004594576,0.9998840827107934,59,2,none,ac7e26af
34,inf,,24.0,1729197396,,True,25,2d34ce71,2024-10-17_22-36-36,0.0328829288482666,1.4946935176849365,451802,zimmerib,139.11.222.200,1.4946935176849365,25,0.34230889950693844,0.9998770241030576,60,2,none,2d34ce71
35,inf,,24.0,1729197400,,True,25,e96d1b14,2024-10-17_22-36-40,0.03390240669250488,1.533456563949585,451903,zimmerib,139.11.222.200,1.533456563949585,25,0.36480941407195877,0.9998694935370603,61,2,none,e96d1b14
36,0.017375143244862556,,24.0,1729197404,,True,25,edb4897a,2024-10-17_22-36-44,0.04219555854797363,1.8848626613616943,452004,zimmerib,139.11.222.200,1.8848626613616943,25,0.08083814539425836,0.9996927850409013,59,3,relu,edb4897a
37,0.1753808557987213,,24.0,1729197408,,True,25,1427c79f,2024-10-17_22-36-48,0.044733524322509766,1.866602897644043,452089,zimmerib,139.11.222.200,1.866602897644043,25,0.0798760954907227,0.9996798685358422,81,3,relu,1427c79f
38,0.00013412408588919789,,,1729197414,,True,51,5fe16080,2024-10-17_22-36-54,0.0003540515899658203,3.078064441680908,452189,zimmerib,139.11.222.200,3.078064441680908,51,0.009165915923274898,0.9996987386497684,82,3,relu,5fe16080
39,0.00012091331882402301,,,1729197418,,True,51,ffe6a586,2024-10-17_22-36-58,0.0004839897155761719,3.4303417205810547,452291,zimmerib,139.11.222.200,3.4303417205810547,51,0.011871843124755026,0.999265810726984,47,4,leaky_relu,ffe6a586
40,0.022153757512569427,,24.0,1729197420,,True,25,efd0a8f0,2024-10-17_22-37-00,0.046390533447265625,1.8325469493865967,452391,zimmerib,139.11.222.200,1.8325469493865967,25,0.019602201049723163,0.9998972012832381,83,3,relu,efd0a8f0
41,0.00035554650821723044,,,1729197426,,True,51,ea18d31e,2024-10-17_22-37-06,0.00040030479431152344,3.214620351791382,452491,zimmerib,139.11.222.200,3.214620351791382,51,0.0033567294290811475,0.999276955439247,47,4,leaky_relu,ea18d31e
42,,,,1729197429,,True,51,d3b3cf32,2024-10-17_22-37-09,0.0003616809844970703,3.0779144763946533,452576,zimmerib,139.11.222.200,3.0779144763946533,51,0.15552997220451925,0.9992927135841069,48,4,leaky_relu,d3b3cf32
43,1.8935260772705078,,24.0,1729197432,,True,25,22c5d564,2024-10-17_22-37-12,0.04901576042175293,2.0041444301605225,452678,zimmerib,139.11.222.200,2.0041444301605225,25,0.14737875338388154,0.9991146825056556,35,4,leaky_relu,22c5d564
44,,,,1729197437,,True,51,3ec6b7ae,2024-10-17_22-37-17,0.0005352497100830078,3.2897486686706543,452777,zimmerib,139.11.222.200,3.2897486686706543,51,0.15409749604309225,0.9991082584210113,35,4,leaky_relu,3ec6b7ae
45,0.014256210066378117,,,1729197441,,True,51,4587f778,2024-10-17_22-37-21,0.0006384849548339844,3.225170135498047,452862,zimmerib,139.11.222.200,3.225170135498047,51,0.055954500946829674,0.9993393608678428,51,4,leaky_relu,4587f778
46,0.015522024594247341,,24.0,1729197443,,True,25,ba7332e7,2024-10-17_22-37-23,0.05211973190307617,1.969426155090332,452961,zimmerib,139.11.222.200,1.969426155090332,25,0.05911777944162737,0.9993168239349952,65,4,leaky_relu,ba7332e7
47,inf,,24.0,1729197446,,True,25,8f10dacf,2024-10-17_22-37-26,0.03939175605773926,1.662510871887207,453060,zimmerib,139.11.222.200,1.662510871887207,25,0.11278343267386491,0.9995939110745072,84,3,none,8f10dacf
48,,,,1729197451,,True,51,eb509525,2024-10-17_22-37-31,0.000347137451171875,2.809725284576416,453165,zimmerib,139.11.222.200,2.809725284576416,51,0.10335510310495302,0.999587334348871,81,3,none,eb509525
49,0.055725060403347015,,24.0,1729197454,,True,25,de801834,2024-10-17_22-37-34,0.03685593605041504,1.7565042972564697,453249,zimmerib,139.11.222.200,1.7565042972564697,25,0.09414151441174129,0.9994099883437856,39,2,relu,de801834
50,,,,1729197459,,True,51,d640f3dd,2024-10-17_22-37-39,0.00054168701171875,2.660331964492798,453351,zimmerib,139.11.222.200,2.660331964492798,51,0.30106865614518535,0.9994431853463188,41,2,relu,d640f3dd
51,,,,1729197463,,True,51,7fd23a47,2024-10-17_22-37-43,0.0004394054412841797,3.436169385910034,453449,zimmerib,139.11.222.200,3.436169385910034,51,0.29499078375970517,0.9991920724597603,66,4,relu,7fd23a47
52,,,,1729197467,,True,51,22fe656f,2024-10-17_22-37-47,0.00036644935607910156,3.281158685684204,453534,zimmerib,139.11.222.200,3.281158685684204,51,0.2712140865486758,0.9997568688546518,67,4,relu,22fe656f
53,,,,1729197471,,True,51,ecc8ed33,2024-10-17_22-37-51,0.0003600120544433594,3.249173402786255,453636,zimmerib,139.11.222.200,3.249173402786255,51,0.1766798750847674,0.9991981291363122,67,4,relu,ecc8ed33
54,inf,,24.0,1729197473,,True,25,fa916052,2024-10-17_22-37-53,0.0516200065612793,1.9598593711853027,453737,zimmerib,139.11.222.200,1.9598593711853027,25,0.16901340469569356,0.9992153243582821,64,4,relu,fa916052
55,,,,1729197479,,True,51,8f2fa9c2,2024-10-17_22-37-59,0.0005350112915039062,3.605067253112793,453837,zimmerib,139.11.222.200,3.605067253112793,51,0.17332755386486104,0.9991881955034227,99,4,relu,8f2fa9c2
56,0.0014440238010138273,,,1729197482,,True,51,8c88cdc3,2024-10-17_22-38-02,0.00064849853515625,3.1032614707946777,453922,zimmerib,139.11.222.200,3.1032614707946777,51,0.002350392714954244,0.9997876316745014,78,3,relu,8c88cdc3
57,0.010110857896506786,,24.0,1729197484,,True,25,b7b8b103,2024-10-17_22-38-04,0.0473179817199707,1.7625527381896973,454023,zimmerib,139.11.222.200,1.7625527381896973,25,0.00023962505586750012,0.9997520933634384,80,3,relu,b7b8b103
58,0.0008313237922266126,,,1729197490,,True,51,5f2be8e8,2024-10-17_22-38-10,0.0005598068237304688,3.187711000442505,454126,zimmerib,139.11.222.200,3.187711000442505,51,0.029067246828904103,0.999714881450358,89,3,relu,5f2be8e8
59,0.027714766561985016,,24.0,1729197492,,True,25,9143230f,2024-10-17_22-38-12,0.04659771919250488,1.9177172183990479,454210,zimmerib,139.11.222.200,1.9177172183990479,25,0.03348605533404586,0.9999242900110578,89,3,relu,9143230f
60,0.08853667229413986,,24.0,1729197496,,True,25,2042e5a4,2024-10-17_22-38-16,0.04030776023864746,1.7069940567016602,454311,zimmerib,139.11.222.200,1.7069940567016602,25,0.04236096874201517,0.9999212030570978,99,2,relu,2042e5a4
61,0.1455903947353363,,24.0,1729197500,,True,25,c0f7b0b6,2024-10-17_22-38-20,0.03787493705749512,1.773005485534668,454412,zimmerib,139.11.222.200,1.773005485534668,25,0.068243293991713,0.9996210092268635,55,2,elu,c0f7b0b6
62,,,,1729197505,,True,51,016519e3,2024-10-17_22-38-25,0.0006840229034423828,3.3596272468566895,454512,zimmerib,139.11.222.200,3.3596272468566895,51,0.06651515781308988,0.9998422545530548,67,4,elu,016519e3
63,2.0157477855682373,,24.0,1729197507,,True,25,2d8702d3,2024-10-17_22-38-27,0.04953336715698242,2.0901038646698,454596,zimmerib,139.11.222.200,2.0901038646698,25,0.12809443511587373,0.99949602423664,66,4,relu,2d8702d3
64,,,,1729197512,,True,51,79dad67c,2024-10-17_22-38-32,0.0003829002380371094,3.242295980453491,454700,zimmerib,139.11.222.200,3.242295980453491,51,0.2710765064581181,0.9998501246904725,68,4,relu,79dad67c
65,0.09692832082509995,,24.0,1729197514,,True,25,685b194c,2024-10-17_22-38-34,0.030555248260498047,1.528479814529419,454801,zimmerib,139.11.222.200,1.528479814529419,25,0.2711655463867247,0.999825948625686,46,1,elu,685b194c
66,0.08816615492105484,,24.0,1729197518,,True,25,44a00617,2024-10-17_22-38-38,0.028833866119384766,1.5884835720062256,454886,zimmerib,139.11.222.200,1.5884835720062256,25,0.17013529843591987,0.9998446031426785,48,1,elu,44a00617
67,0.011056664399802685,,24.0,1729197522,,True,25,04339a00,2024-10-17_22-38-42,0.04580998420715332,1.8177459239959717,454985,zimmerib,139.11.222.200,1.8177459239959717,25,0.03752361694504189,0.9995777278576499,69,3,leaky_relu,04339a00
68,0.0004361242172308266,,,1729197527,,True,51,2e7fb449,2024-10-17_22-38-47,0.00043392181396484375,2.9449923038482666,455085,zimmerib,139.11.222.200,2.9449923038482666,51,0.03789652127414015,0.9995755476497473,29,3,leaky_relu,2e7fb449
69,0.0008469693129882216,,,1729197531,,True,51,1d49f66b,2024-10-17_22-38-51,0.0004978179931640625,3.185790777206421,455186,zimmerib,139.11.222.200,3.185790777206421,51,0.02246287510277331,0.9992422432956116,44,4,leaky_relu,1d49f66b
70,0.002847162541002035,,,1729197535,,True,51,4b9c5ae6,2024-10-17_22-38-55,0.00043892860412597656,3.2965922355651855,455270,zimmerib,139.11.222.200,3.2965922355651855,51,0.0007579836795531501,0.9992589720732039,54,4,leaky_relu,4b9c5ae6
71,0.0014394409954547882,,,1729197538,,True,51,7b554afc,2024-10-17_22-38-58,0.0005116462707519531,3.209146499633789,455369,zimmerib,139.11.222.200,3.209146499633789,51,0.007828321868617313,0.9991411445591522,52,4,leaky_relu,7b554afc
72,inf,,24.0,1729197541,,True,25,717491a3,2024-10-17_22-39-01,0.055123329162597656,2.018712282180786,455469,zimmerib,139.11.222.200,2.018712282180786,25,0.08033929832830704,0.9991443729527781,77,4,leaky_relu,717491a3
73,0.016881665214896202,,24.0,1729197545,,True,25,4cf2eb3e,2024-10-17_22-39-05,0.04962944984436035,2.0883452892303467,455553,zimmerib,139.11.222.200,2.0883452892303467,25,0.08650135069806762,0.9994522840789422,35,4,leaky_relu,4cf2eb3e
74,0.021925203502178192,,24.0,1729197549,,True,25,998521f0,2024-10-17_22-39-09,0.04811358451843262,2.0613465309143066,455654,zimmerib,139.11.222.200,2.0613465309143066,25,0.048844783479840066,0.999014111337107,42,4,relu,998521f0
75,0.013079440221190453,,24.0,1729197552,,True,25,e0ad4b80,2024-10-17_22-39-12,0.04413461685180664,1.7737212181091309,455754,zimmerib,139.11.222.200,1.7737212181091309,25,0.0583585593671552,0.9992994293477546,42,3,relu,e0ad4b80
76,1.444314956665039,,24.0,1729197556,,True,25,ca618488,2024-10-17_22-39-16,0.03793144226074219,1.6484367847442627,455853,zimmerib,139.11.222.200,1.6484367847442627,25,0.05596805544970535,0.9999483984872289,56,3,none,ca618488
77,0.19546911120414734,,24.0,1729197560,,True,25,fc6ff478,2024-10-17_22-39-20,0.03849649429321289,1.7924442291259766,455938,zimmerib,139.11.222.200,1.7924442291259766,25,0.020900027695129723,0.9999674078494605,75,3,none,fc6ff478
78,0.0003578469331841916,,,1729197565,,True,51,253f40e8,2024-10-17_22-39-25,0.0004837512969970703,3.3236083984375,456038,zimmerib,139.11.222.200,3.3236083984375,51,0.02158312652852874,0.9997280155102627,70,4,leaky_relu,253f40e8
79,0.0012855210807174444,,,1729197568,,True,51,8a8e96ab,2024-10-17_22-39-28,0.0003631114959716797,2.712477922439575,456136,zimmerib,139.11.222.200,2.712477922439575,51,0.026201723640910862,0.9995499523294807,23,3,leaky_relu,8a8e96ab
80,0.0007818887243047357,,,1729197573,,True,51,187af47c,2024-10-17_22-39-33,0.00041031837463378906,3.3205952644348145,456221,zimmerib,139.11.222.200,3.3205952644348145,51,0.019625962168573707,0.9997457905619896,70,4,leaky_relu,187af47c
81,,,,1729197577,,True,51,f6d118e7,2024-10-17_22-39-37,0.0005512237548828125,3.5159354209899902,456323,zimmerib,139.11.222.200,3.5159354209899902,51,0.4990078855801162,0.999739618429277,70,4,leaky_relu,f6d118e7
82,,,,1729197580,,True,51,641d87e9,2024-10-17_22-39-40,0.00040411949157714844,3.391127109527588,456423,zimmerib,139.11.222.200,3.391127109527588,51,0.4179531599434496,0.9996634879853616,85,4,leaky_relu,641d87e9
83,,,,1729197584,,True,51,e13dc639,2024-10-17_22-39-44,0.0005705356597900391,3.6264445781707764,456524,zimmerib,139.11.222.200,3.6264445781707764,51,0.49645243270324135,0.9996328514123567,86,4,leaky_relu,e13dc639
84,inf,,24.0,1729197587,,True,25,36de9d57,2024-10-17_22-39-47,0.054883718490600586,2.041431427001953,456608,zimmerib,139.11.222.200,2.041431427001953,25,0.06955078129748526,0.9996559618866611,85,4,leaky_relu,36de9d57
85,,,,1729197592,,True,51,47b68000,2024-10-17_22-39-52,0.0003829002380371094,3.6435084342956543,456708,zimmerib,139.11.222.200,3.6435084342956543,51,0.42140721527980723,0.9996591412012455,95,4,leaky_relu,47b68000
86,,,,1729197596,,True,51,267462e4,2024-10-17_22-39-56,0.0004935264587402344,4.01357102394104,456808,zimmerib,139.11.222.200,4.01357102394104,51,0.3021660288534714,0.9997461076675593,95,4,leaky_relu,267462e4
87,,,,1729197600,,True,51,48029d55,2024-10-17_22-40-00,0.00041961669921875,3.26957106590271,456909,zimmerib,139.11.222.200,3.26957106590271,51,0.4785743653469998,0.9993906858529983,59,4,leaky_relu,48029d55
88,,,,1729197604,,True,51,f6ab6c55,2024-10-17_22-40-04,0.0006153583526611328,3.5094592571258545,456994,zimmerib,139.11.222.200,3.5094592571258545,51,0.44174225718002963,0.9994026185846466,67,4,leaky_relu,f6ab6c55
89,,,,1729197607,,True,51,15eb0b14,2024-10-17_22-40-07,0.0004565715789794922,3.300194263458252,457096,zimmerib,139.11.222.200,3.300194263458252,51,0.41773023773111817,0.9993920794912602,62,4,leaky_relu,15eb0b14
90,,,,1729197611,,True,51,8c47f32d,2024-10-17_22-40-11,0.0004932880401611328,3.302657127380371,457197,zimmerib,139.11.222.200,3.302657127380371,51,0.4861040341312983,0.9993761347633849,67,4,leaky_relu,8c47f32d
91,,,,1729197614,,True,51,88d1e7d3,2024-10-17_22-40-14,0.000476837158203125,3.201561450958252,457301,zimmerib,139.11.222.200,3.201561450958252,51,0.4070422905663114,0.9994039136514435,68,4,leaky_relu,88d1e7d3
92,,,,1729197618,,True,51,ddcb6124,2024-10-17_22-40-18,0.0003955364227294922,3.439730644226074,457385,zimmerib,139.11.222.200,3.439730644226074,51,0.3269336217679602,0.9997507437842733,68,4,leaky_relu,ddcb6124
93,,,,1729197622,,True,51,8aab8504,2024-10-17_22-40-22,0.00035953521728515625,3.232567310333252,457488,zimmerib,139.11.222.200,3.232567310333252,51,0.3974654265083618,0.9997420653926369,61,4,leaky_relu,8aab8504
94,,,,1729197626,,True,51,1418e3ed,2024-10-17_22-40-26,0.0003955364227294922,3.306638240814209,457587,zimmerib,139.11.222.200,3.306638240814209,51,0.4978634263433538,0.9997246763209577,68,4,leaky_relu,1418e3ed
95,,,,1729197630,,True,51,88783f50,2024-10-17_22-40-30,0.00054931640625,3.5348265171051025,457671,zimmerib,139.11.222.200,3.5348265171051025,51,0.44234114745322495,0.9996415860037453,68,4,leaky_relu,88783f50
