,epochs,train,val,test
0,0.0,3.6913340091705322,0.6610450744628906,0.9115397334098816
1,1.0,0.2837478518486023,1.5134466886520386,1.4590575695037842
2,2.0,1.3845664262771606,0.26084277033805847,0.27824440598487854
3,3.0,0.19161227345466614,0.07874640077352524,0.11141922324895859
4,4.0,0.032803840935230255,0.1162208765745163,0.15215767920017242
5,5.0,0.08473094552755356,0.11748412996530533,0.14586018025875092
6,6.0,0.09381293505430222,0.07473864406347275,0.09533949941396713
7,7.0,0.0561201311647892,0.044721245765686035,0.06318042427301407
8,8.0,0.02225235477089882,0.0386296771466732,0.05509122461080551
9,9.0,0.010067819617688656,0.023477789014577866,0.0308444332331419
10,10.0,0.007566689979285002,0.012767038308084011,0.01651078276336193
11,11.0,0.006640306208282709,0.009469994343817234,0.012310494668781757
12,12.0,0.006619572639465332,0.00907499436289072,0.011995327658951283
13,13.0,0.006389284506440163,0.009118643589317799,0.012242949567735195
14,14.0,0.005610378459095955,0.009430614300072193,0.012651177123188972
15,15.0,0.004989199340343475,0.009846951812505722,0.013022836297750473
16,16.0,0.004644722677767277,0.010528209619224072,0.013580726459622383
17,17.0,0.004769962280988693,0.01129001285880804,0.014205949380993843
18,18.0,0.005191012751311064,0.011896968819200993,0.014683029614388943
19,19.0,0.005646200384944677,0.012208866886794567,0.01489970088005066
20,20.0,0.0059588151052594185,0.012094330973923206,0.014727822504937649
21,21.0,0.006002387031912804,0.011591174639761448,0.014197875745594501
22,22.0,0.005781006067991257,0.010814817622303963,0.01343572698533535
23,23.0,0.00534707959741354,0.009875942021608353,0.012516998685896397
24,24.0,0.004821361042559147,0.008898982778191566,0.011576948687434196
25,25.0,0.004269653931260109,0.008047819137573242,0.010789328254759312
26,26.0,0.003771259216591716,0.007558496668934822,0.010448869317770004
27,27.0,0.0033811789471656084,0.007833259180188179,0.011064407415688038
28,28.0,0.0031915106810629368,0.009604413993656635,0.013613679446280003
29,29.0,0.0033529719803482294,0.012343315407633781,0.01741303689777851
30,30.0,0.003743628039956093,0.011667778715491295,0.01648736745119095
31,31.0,0.0034830737859010696,0.008331887423992157,0.01194031722843647
32,32.0,0.0027429840993136168,0.006203032098710537,0.009217886254191399
33,33.0,0.002351841190829873,0.005771643482148647,0.009290002286434174
34,34.0,0.0024047777988016605,0.006257338915020227,0.010815665125846863
